Number Of Speakers,Video Input(s),Maximum Contrast Ratio (Dynamic),Language Options,Headphone Jack,Video Output(s),Surround Sound Supported,RF Antenna Input,Smart Capable,USB Port,Media Card Slot,3D-Ready,PC Input,Viewing Modes,Sound Leveler,Mount Type,DVD Player Included,Product Height (without stand),S-Video Inputs,USB Input,Instant Content Supported,Maximum Resolution,Screen Size,On-Screen Display Languages,Product Depth (with stand),Video Outputs,Sleep Timer,3D Technology,Battery Type,DVI Inputs,Number Of Composite Video Inputs,Brightness,Digital Tuner,Power Consumption (watts) Power On,Product Depth Without Stand,Closed Captioning,Digital Comb Filter,Product Weight With Stand,Specific Manufacturer Technologies,Battery Size,Product Height With Stand,Product Height Without Stand,Composite Inputs,Product Depth With Stand,Power Consumption (watts) Stand-by,Estimated Yearly Electricity Use (kWh),Instant Content,VESA Wall Mount Standard,TV/DVD Combo,Minimum Contrast Ratio (Dynamic),Estimated Annual Operating Cost,Component Video Inputs,Horizontal Viewing Angle,Product Weight Without Stand,Number Of HDMI Inputs,Alarm Timer,Number Of HDMI Outputs,Screen Refresh Rate,Batteries Included,TV Type,Screen Size (Measured Diagonally),Secure Digital Memory Card Slot,Speakers,Resolution (Native),Vertical Resolution,Anti-Glare Screen Coating,V-Chip,Refresh Rate,Watts/Channel,PC Inputs,Curved Screen,Resolution,DLNA Certified,Media Card Compatibility,Dynamic Contrast Ratio,Local Dimming,Estimated Annual Electricity Use,Built-In Player,Cable(s) Included,Speaker Output,Input(s),HDMI Inputs,Number Of Analog Audio Outputs,Number Of USB Port(s),Network Compatibility,Maximum Contrast Ratio (Native),A/V Outputs,Color Category,ENERGY STAR Certified,Number Of Auxiliary Inputs,Display Type,Aspect Ratio,Speaker Output Power,Indoor Or Outdoor Use,Audio Outputs,Widescreen,Language(s) Displayed,DND Omega Publish,Simulated Surround,EPEAT Qualified,Mount Bracket/VESA Pattern,Remote Control Type,Estimated Yearly Operating Cost,Volume Leveler,pricematch,Ethernet Port,DLNA,Screen Size Class,EPEAT Level,Product Depth (without stand),Number Of DVI Inputs,Wall Mountable,Headphone Jacks,Number Of Digital Optical Audio Outputs,Product Height (with stand),Weather Resistant,Channel Labeling,Number Of Component Video Inputs,Speaker Location,Integrated Camera,Vertical Viewing Angle
2,Component video|Composite video|DVI|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,No,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1366 x 768,27.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,160 candela per square meter,Yes,N/A,3 inches,N/A,N/A,10.9 pounds,N/A,N/A,17.5 inches,15.5 inches,N/A,6.38 inches,N/A,N/A,N/A,200mm x 100mm,No,N/A,5 United States dollars,N/A,N/A,8.6 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,N/A,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,45 kilowatt hours,N/A,N/A,8 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,28 inches,N/A,N/A,1,Yes,N/A,2,N/A,N/A,Yes,1,N/A,N/A,N/A
2,Component video|Composite video|DVI|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Amazon Video|Hulu Plus|MLB.TV|Netflix|Pandora|Skype|Spotify|YouTube,1080 x 1920,46.9 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,Yes,N/A,2.25 inches,N/A,N/A,28 pounds,N/A,N/A,26.63 inches,24.88 inches,N/A,10 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,8 United States dollars,N/A,N/A,27.1 pounds,3,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,73 kilowatt hours,N/A,USB,20 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,N/A,N/A,N/A,47 inches,N/A,N/A,1,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,No,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1600 x 900,19.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,2 inches,N/A,N/A,5.5 pounds,N/A,N/A,12.9 inches,11.38 inches,N/A,5.5 inches,N/A,N/A,N/A,100mm x 100mm,Yes,N/A,5 United States dollars,N/A,N/A,5.1 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,45 kilowatt hours,N/A,N/A,5.6 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,20 inches,N/A,N/A,1,Yes,N/A,2,N/A,N/A,Yes,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Skype|Twitter,3840 x 2160,64.5 inches,N/A,N/A,N/A,Yes,Yes,N/A,N/A,2,N/A,Yes,N/A,4.25 inches,N/A,N/A,96.7 pounds,N/A,N/A,37.5 inches,35.38 inches,N/A,13.75 inches,N/A,N/A,N/A,400mm x 300mm,Yes,N/A,31 United States dollars,N/A,N/A,92.6 pounds,4,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,120Hz,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,279 kilowatt hours,N/A,AC power,30 watts,N/A,N/A,2,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Touchpad,N/A,N/A,yes,N/A,N/A,65 inches,N/A,N/A,0,Yes,N/A,2,N/A,N/A,N/A,1,N/A,N/A,N/A
2,RF/antenna|Component video|Composite video|HDMI|USB 3.0|USB 2.0|Ethernet,N/A,N/A,N/A,N/A,Dolby Digital|DTS,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3840 x 2160 (4K),64.5 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,1,N/A,N/A,N/A,2 inches,N/A,N/A,72.2 pounds,"TruMotion 240Hz, Tru-4K Engine, Tru-4K Upscaler, Triple XD Engine, Tru-Color Generator, Just Scan (1:1 Pixel Matching)",N/A,35.6 inches,33.5 inches,N/A,10.9 inches,N/A,N/A,N/A,N/A,N/A,N/A,17 United States dollars,N/A,N/A,69 pounds,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,240Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,159 kilowatt hours,N/A,N/A,20 watts,N/A,N/A,N/A,3,Built-in Wi-Fi,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Magic,N/A,N/A,N/A,N/A,N/A,65 inches,N/A,N/A,N/A,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPN ScoreCenter|Facebook|HBO GO|Hulu Plus|Netflix|Pandora|Skype|YouTube,1080 x 1920,54.63 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,2.5 inches,N/A,N/A,38.1 pounds,N/A,N/A,31.5 inches,28.38 inches,N/A,12.13 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,11 United States dollars,N/A,N/A,34.6 pounds,4,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,97 kilowatt hours,N/A,HDMI,N/A,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,Universal,N/A,N/A,yes,N/A,N/A,55 inches,Gold,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPN ScoreCenter|Facebook|HBO GO|Hulu Plus|Netflix|Pandora|Skype|YouTube,1080 x 1920,64.5 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,Yes,N/A,2.88 inches,N/A,N/A,N/A,N/A,N/A,36.75 inches,33.38 inches,N/A,14.88 inches,N/A,N/A,N/A,400mm x 400mm,N/A,N/A,12 United States dollars,N/A,N/A,56.2 pounds,4,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,113 kilowatt hours,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,Universal,N/A,N/A,yes,N/A,N/A,65 inches,Gold,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1280 x 720,31.5 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,1,N/A,Yes,N/A,3.13 inches,N/A,N/A,11.2 pounds,N/A,N/A,18 inches,16.75 inches,N/A,6.63 inches,N/A,N/A,N/A,100mm x 100mm,Yes,N/A,8 United States dollars,N/A,N/A,11 pounds,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,76 kilowatt hours,N/A,USB,N/A,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,32 inches,N/A,N/A,0,Yes,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,"25-3/4""",N/A,Yes,N/A,1920 x 1080,N/A,N/A,"9-3/4""",N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,88,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,60Hz,N/A,LED,"48-1/2""",N/A,N/A,N/A,1080p,N/A,Yes,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,10W,N/A,1,N/A,N/A,Yes,N/A,No,400mm x 400mm,N/A,$10,N/A,yes,No,N/A,"49""",N/A,"2-1/4""",N/A,N/A,N/A,N/A,"27-3/8""",N/A,N/A,N/A,N/A,N/A,N/A
2,Component video|Composite video|HDMI|USB|RF/antenna,N/A,N/A,N/A,N/A,Dolby Digital Plus|DTS Studio Sound,Yes,No,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1366 x 768,47.6 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,Yes,N/A,3.6 inches,Yes,N/A,21.8 pounds,N/A,N/A,26.7 inches,25.1 inches,N/A,8 inches,N/A,N/A,N/A,400mm x 400mm,N/A,N/A,8 United States dollars,N/A,N/A,20.1 pounds,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71 kilowatt hours,N/A,N/A,20 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,English|Spanish|French,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,48 inches,Gold,N/A,N/A,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,N/A,No,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1920 x 1080,54.63 inches,N/A,N/A,N/A,Yes,Yes,N/A,N/A,1,N/A,Yes,N/A,4.25 inches,N/A,N/A,N/A,N/A,N/A,31.7 inches,29.5 inches,N/A,10.6 inches,N/A,N/A,N/A,N/A,No,N/A,35 United States dollars,N/A,N/A,48.9 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,322 kilowatt hours,N/A,N/A,16 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,yes,N/A,N/A,55 inches,N/A,N/A,0,Yes,N/A,3,N/A,N/A,N/A,3,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,23 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,250 candela per square meter,Yes,N/A,1.75 inches,N/A,N/A,8.3 pounds,N/A,N/A,15.63 inches,13.9 inches,N/A,7.75 inches,N/A,N/A,N/A,100mm x 100mm,No,N/A,7 United States dollars,N/A,N/A,7.7 pounds,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,62 kilowatt hours,N/A,N/A,6 watts,N/A,N/A,1,1,N/A,N/A,N/A,Pink,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,23 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI|RF/antenna,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,23 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,Yes,N/A,1.75 inches,N/A,N/A,8.3 pounds,N/A,N/A,15.63 inches,13.9 inches,N/A,7.75 inches,N/A,N/A,N/A,100mm x 100mm,Yes,N/A,7 United States dollars,N/A,N/A,7.7 pounds,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,62 kilowatt hours,N/A,N/A,6 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,23 inches,N/A,N/A,0,No,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
N/A,HDMI|Component video|Composite video,N/A,N/A,N/A,N/A,DTS Premium Sound|DTS Studio Sound,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1920 x 1080,47.6 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,1,N/A,N/A,N/A,2.5 inches,N/A,N/A,29.8 pounds,N/A,N/A,27.8 inches,24.8 inches,N/A,12.1 inches,N/A,N/A,N/A,400mm x 400mm,N/A,N/A,9 United States dollars,N/A,N/A,26.2 pounds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86 kilowatt hours,N/A,N/A,N/A,N/A,N/A,N/A,3,Built-in Wi-Fi,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Smart Touch,N/A,N/A,yes,N/A,N/A,48 inches,Gold,N/A,0,Yes,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Netflix|Amazon Video,4096 x 2160 (4K),64.5 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,2,N/A,Yes,N/A,2.625 inches,N/A,N/A,73.4 pounds,N/A,N/A,35.875 inches,34.125 inches,N/A,11.25 inches,N/A,N/A,N/A,400mm x 300mm,No,N/A,24 United States dollars,N/A,N/A,72.1 pounds,4,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,240Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,217 kilowatt hours,N/A,AC power,N/A,N/A,N/A,1,3,N/A,N/A,N/A,Silver,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,65 inches,N/A,N/A,0,Yes,N/A,0,N/A,N/A,N/A,1,N/A,N/A,N/A
N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,No,N/A,N/A,N/A,N/A,N/A,3.5 inches,English,N/A,N/A,N/A,N/A,Alkaline,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,320 x 240,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HDMI,N/A,N/A,0,N/A,N/A,N/A,Multi,N/A,0,LED,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,"English, French, Spanish",N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,"16-53/64""",N/A,Yes,N/A,1366 x 768,N/A,N/A,"6-35/64""",N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,67,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,60Hz,N/A,LED,"31-1/2""",N/A,2,N/A,720p,N/A,Yes,N/A,10,0,N/A,N/A,N/A,N/A,"4,000,000:1",N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,16:9,20W,N/A,2,N/A,N/A,Yes,Yes,No,100mm x 100mm,Standard,$7.40,N/A,yes,No,N/A,"32""",N/A,"2-31/64""",N/A,N/A,N/A,N/A,"18-1/2""",N/A,N/A,N/A,Bottom,N/A,N/A
2,Component video,N/A,N/A,No,N/A,N/A,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPN ScoreCenter,3840 x 2160,64.5 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,2,N/A,Yes,N/A,5.38 inches,N/A,N/A,69.7 pounds,N/A,N/A,34.75 inches,33.13 inches,N/A,11.88 inches,N/A,N/A,N/A,400mm x 400mm,N/A,N/A,18 United States dollars,N/A,N/A,61.5 pounds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,120Hz,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,163 kilowatt hours,N/A,N/A,20 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Smart,N/A,N/A,yes,N/A,N/A,65 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hulu Plus|Netflix|Pandora|YouTube,1080 x 1920,59.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,2.5 inches,N/A,N/A,46.3 pounds,N/A,N/A,32.5 inches,30.63 inches,N/A,11.5 inches,N/A,N/A,N/A,400mm x 200mm,No,N/A,16 United States dollars,N/A,N/A,44.1 pounds,2,Yes,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,144 kilowatt hours,N/A,AC power,20 watts,N/A,N/A,0,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Multifunction,N/A,N/A,yes,N/A,N/A,60 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Amazon Video|Crackle|M-GO|Netflix|Pandora|TED TV|VUDU|YouTube,1080 x 1920,31.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,3.75 inches,N/A,N/A,14.3 pounds,N/A,N/A,19.63 inches,17.5 inches,N/A,7.63 inches,N/A,N/A,N/A,200mm x 200mm,No,N/A,6 United States dollars,N/A,N/A,12.8 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,53 kilowatt hours,N/A,SMART,10 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Universal,N/A,N/A,yes,N/A,N/A,32 inches,Silver,N/A,0,Yes,N/A,2,N/A,N/A,Yes,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,23 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,250 candela per square meter,N/A,N/A,1.75 inches,N/A,N/A,8.7 pounds,N/A,N/A,15.63 inches,13.9 inches,N/A,7.75 inches,N/A,N/A,N/A,100mm x 100mm,Yes,N/A,7 United States dollars,N/A,N/A,8.2 pounds,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,62 kilowatt hours,N/A,HDMI,N/A,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,23 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
N/A,HDMI,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1920 x 1080,47 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,700 candela per square meter,N/A,N/A,6.51 inches,N/A,N/A,N/A,N/A,N/A,N/A,27.16 inches,N/A,N/A,N/A,N/A,N/A,600mm x 400mm,N/A,N/A,60 United States dollars,N/A,N/A,85 pounds,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,N/A,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,548 kilowatt hours,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,White,No,N/A,LED,N/A,N/A,Outdoor,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,yes,N/A,N/A,47 inches,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,N/A,No,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,31.5 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,0,N/A,Yes,N/A,3.75 inches,N/A,N/A,14.6 pounds,N/A,N/A,19.63 inches,17.5 inches,N/A,7.5 inches,N/A,N/A,N/A,200mm x 200mm,No,N/A,7 United States dollars,N/A,N/A,12.6 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,62 kilowatt hours,N/A,N/A,20 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,32 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
N/A,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPN ScoreCenter|Facebook|HBO GO|Hulu Plus|Netflix|Pandora|Skype|YouTube,3840 x 2160,64.5 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,2,N/A,N/A,N/A,4.5 inches,N/A,N/A,N/A,N/A,N/A,35.13 inches,33.5 inches,N/A,12.9 inches,N/A,N/A,N/A,N/A,N/A,N/A,28 United States dollars,N/A,N/A,59.1 pounds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,120Hz,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,258 kilowatt hours,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,Silver,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Smart,N/A,N/A,yes,N/A,N/A,65 inches,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
